CustomerID,Recency,Frequency,Monetary,Coupon_Ratio,Tenure_Months,Coupon_Segment,Tenure_Segment
12346,108,1,180.99,1.0,31.0,Deal-seeker,Long-term
12347,60,31,14500.04,0.3333333333333333,20.0,Loyal,Mid-term
12348,74,8,1639.27,0.4782608695652174,39.0,Loyal,Long-term
12350,18,11,1487.9499999999998,0.35294117647058826,25.0,Loyal,Long-term
12356,108,13,2079.96,0.3055555555555556,31.0,Loyal,Long-term
12359,131,3,697.81,0.125,41.0,Loyal,Long-term
12370,190,44,7607.29,0.23076923076923078,21.0,Loyal,Mid-term
12373,25,5,574.54,0.21428571428571427,23.0,Loyal,Mid-term
12377,41,37,10721.99,0.2727272727272727,27.0,Loyal,Long-term
12383,100,39,5547.91,0.30434782608695654,32.0,Loyal,Long-term
12386,157,6,682.89,0.6,38.0,Deal-seeker,Long-term
12388,115,10,833.7099999999999,0.05263157894736842,31.0,Loyal,Long-term
12393,123,13,2413.84,0.4090909090909091,39.0,Loyal,Long-term
12395,165,14,1641.49,0.28125,10.0,Loyal,Short-term
12402,95,6,750.07,0.5454545454545454,22.0,Deal-seeker,Mid-term
12410,11,14,2558.02,0.15384615384615385,8.0,Loyal,Short-term
12413,132,10,3168.11,0.46153846153846156,15.0,Loyal,Mid-term
12414,18,6,645.86,0.14285714285714285,43.0,Loyal,Long-term
12415,141,24,3131.0,0.2978723404255319,29.0,Loyal,Long-term
12417,75,15,1942.03,0.36666666666666664,37.0,Loyal,Long-term
12421,77,6,2099.6400000000003,0.7272727272727273,38.0,Deal-seeker,Long-term
12422,103,9,1110.61,0.38461538461538464,50.0,Loyal,Long-term
12423,173,8,865.66,0.4375,9.0,Loyal,Short-term
12427,171,3,1440.33,0.46153846153846156,37.0,Loyal,Long-term
12429,263,10,2732.7200000000003,0.3,43.0,Loyal,Long-term
12431,41,32,5909.39,0.3181818181818182,14.0,Loyal,Mid-term
12433,266,55,17779.06,0.3197278911564626,32.0,Loyal,Long-term
12434,223,1,49.52,0.6666666666666666,32.0,Deal-seeker,Long-term
12437,18,14,2593.34,0.16666666666666666,50.0,Loyal,Long-term
12441,278,11,1814.3,0.6363636363636364,39.0,Deal-seeker,Long-term
12451,104,57,10878.83,0.33663366336633666,49.0,Loyal,Long-term
12464,14,6,1303.38,0.5,26.0,Deal-seeker,Long-term
12468,52,7,1475.21,0.25,9.0,Loyal,Short-term
12471,16,70,14939.01,0.3125,11.0,Loyal,Short-term
12472,63,67,13065.67,0.4126984126984127,2.0,Loyal,New
12474,61,27,7162.08,0.4166666666666667,17.0,Loyal,Mid-term
12476,34,13,3434.05,0.37037037037037035,14.0,Loyal,Mid-term
12477,27,2,265.79,0.5,10.0,Deal-seeker,Short-term
12480,148,14,1542.43,0.35714285714285715,22.0,Loyal,Mid-term
12481,152,13,11561.1,0.2826086956521739,49.0,Loyal,Long-term
12483,167,6,1071.38,0.14285714285714285,39.0,Loyal,Long-term
12484,150,35,6399.46,0.3877551020408163,44.0,Loyal,Long-term
12489,151,6,871.67,0.4,2.0,Loyal,New
12490,124,22,3115.59,0.3488372093023256,26.0,Loyal,Long-term
12494,165,5,456.91,0.5714285714285714,28.0,Deal-seeker,Long-term
12500,141,3,95.76,0.6,46.0,Deal-seeker,Long-term
12501,42,71,11200.83,0.275,8.0,Loyal,Short-term
12502,16,21,5371.43,0.45161290322580644,23.0,Loyal,Mid-term
12503,158,1,16.630000000000003,0.0,36.0,Loyal,Long-term
12510,105,12,1592.53,0.3103448275862069,25.0,Loyal,Long-term
12515,172,4,1367.14,0.1875,28.0,Loyal,Long-term
12523,132,3,577.99,0.7142857142857143,35.0,Deal-seeker,Long-term
12524,140,5,643.75,0.625,20.0,Deal-seeker,Mid-term
12527,108,6,1697.47,0.1,25.0,Loyal,Long-term
12528,35,22,4742.32,0.3870967741935484,43.0,Loyal,Long-term
12530,152,8,1426.88,0.07692307692307693,29.0,Loyal,Long-term
12539,54,100,20437.99,0.2887700534759358,13.0,Loyal,Mid-term
12540,22,32,4595.59,0.28125,25.0,Loyal,Long-term
12551,189,9,1771.94,0.3,41.0,Loyal,Long-term
12553,70,14,1814.03,0.2564102564102564,8.0,Loyal,Short-term
12557,137,4,334.12,0.5555555555555556,50.0,Deal-seeker,Long-term
12559,21,11,2959.61,0.36363636363636365,25.0,Loyal,Long-term
12567,11,71,13476.34,0.3356164383561644,23.0,Loyal,Mid-term
12574,46,5,1776.83,0.6363636363636364,48.0,Deal-seeker,Long-term
12577,203,33,6559.3,0.31343283582089554,10.0,Loyal,Short-term
12578,57,40,6189.9400000000005,0.39473684210526316,8.0,Loyal,Short-term
12583,152,15,3118.75,0.2857142857142857,33.0,Loyal,Long-term
12585,161,26,4451.45,0.3108108108108108,4.0,Loyal,New
12586,303,1,25.49,0.0,3.0,Loyal,New
12591,60,21,4798.26,0.3076923076923077,25.0,Loyal,Long-term
12594,93,5,921.08,0.25,13.0,Loyal,Mid-term
12600,16,8,891.36,0.6,39.0,Deal-seeker,Long-term
12601,137,4,629.03,0.5555555555555556,10.0,Deal-seeker,Short-term
12605,257,2,301.19,0.0,37.0,Loyal,Long-term
12609,66,4,435.35,0.1875,3.0,Loyal,New
12621,188,20,2742.85,0.36363636363636365,44.0,Loyal,Long-term
12625,16,24,6450.28,0.39655172413793105,26.0,Loyal,Long-term
12626,28,34,5673.09,0.29850746268656714,30.0,Loyal,Long-term
12637,57,26,4877.77,0.3466666666666667,13.0,Loyal,Mid-term
12643,136,1,72.78999999999999,0.5,48.0,Deal-seeker,Long-term
12645,52,8,2549.38,0.5625,50.0,Deal-seeker,Long-term
12647,189,28,4239.1,0.3018867924528302,28.0,Loyal,Long-term
12649,258,1,27.38,0.5,33.0,Deal-seeker,Long-term
12651,145,7,2489.4700000000003,0.4444444444444444,44.0,Loyal,Long-term
12652,88,26,3103.62,0.35294117647058826,21.0,Loyal,Mid-term
12662,13,16,3398.02,0.47058823529411764,21.0,Loyal,Mid-term
12664,91,5,795.99,0.4,14.0,Loyal,Mid-term
12665,104,2,127.53,0.25,10.0,Loyal,Short-term
12666,206,2,49.98,0.5,13.0,Deal-seeker,Mid-term
12668,32,38,7366.34,0.2972972972972973,32.0,Loyal,Long-term
12672,124,3,315.15,0.4,43.0,Loyal,Long-term
12673,114,11,1907.83,0.30434782608695654,4.0,Loyal,New
12676,22,10,1441.43,0.3333333333333333,38.0,Loyal,Long-term
12678,173,3,232.98,0.0,27.0,Loyal,Long-term
12681,29,88,17588.57,0.28699551569506726,27.0,Loyal,Long-term
12682,21,68,13237.87,0.2755905511811024,33.0,Loyal,Long-term
12683,93,38,10691.3,0.3246753246753247,15.0,Loyal,Mid-term
12686,335,6,1028.02,0.14285714285714285,30.0,Loyal,Long-term
12691,66,8,1417.53,0.5333333333333333,7.0,Deal-seeker,Short-term
12693,79,4,1762.95,0.2222222222222222,4.0,Loyal,New
12705,187,13,1824.88,0.3,45.0,Loyal,Long-term
12708,124,21,3042.67,0.2727272727272727,25.0,Loyal,Long-term
12709,54,16,3355.49,0.48484848484848486,36.0,Loyal,Long-term
12712,11,27,4117.44,0.3404255319148936,37.0,Loyal,Long-term
12720,35,26,7413.99,0.4,20.0,Loyal,Mid-term
12721,179,10,2127.39,0.5,5.0,Deal-seeker,New
12724,133,7,595.04,0.5454545454545454,19.0,Deal-seeker,Mid-term
12725,326,14,5073.1900000000005,0.3333333333333333,48.0,Loyal,Long-term
12726,45,16,2100.29,0.4,25.0,Loyal,Long-term
12727,82,8,991.72,0.5,6.0,Deal-seeker,New
12728,135,7,651.48,0.3076923076923077,5.0,Loyal,New
12731,35,38,13214.08,0.25806451612903225,28.0,Loyal,Long-term
12734,172,2,103.95,0.5,27.0,Deal-seeker,Long-term
12735,42,18,3257.33,0.3023255813953488,5.0,Loyal,New
12736,138,1,165.85000000000002,0.5,3.0,Deal-seeker,New
12738,336,8,1850.07,0.45454545454545453,42.0,Loyal,Long-term
12744,69,34,10464.6,0.30357142857142855,16.0,Loyal,Mid-term
12747,95,10,1853.39,0.35,9.0,Loyal,Short-term
12748,108,328,83112.26,0.36258992805755397,28.0,Loyal,Long-term
12753,153,20,2529.67,0.36538461538461536,13.0,Loyal,Mid-term
12754,11,17,4080.68,0.2702702702702703,11.0,Loyal,Short-term
12755,264,1,56.48,1.0,37.0,Deal-seeker,Long-term
12763,305,8,1184.69,0.4375,48.0,Loyal,Long-term
12764,56,28,5806.639999999999,0.3333333333333333,25.0,Loyal,Long-term
12766,143,28,4703.18,0.3409090909090909,22.0,Loyal,Mid-term
12775,14,7,1485.16,0.46153846153846156,21.0,Loyal,Mid-term
12778,31,3,611.51,0.3333333333333333,42.0,Loyal,Long-term
12779,8,15,2651.31,0.38095238095238093,28.0,Loyal,Long-term
12782,65,32,4501.13,0.2857142857142857,19.0,Loyal,Mid-term
12785,246,8,856.21,0.21428571428571427,36.0,Loyal,Long-term
12791,363,2,153.29999999999998,0.5,26.0,Deal-seeker,Long-term
12793,145,11,2533.39,0.5,39.0,Deal-seeker,Long-term
12797,213,7,460.34,0.47058823529411764,34.0,Loyal,Long-term
12808,303,5,603.49,0.2857142857142857,32.0,Loyal,Long-term
12820,112,5,741.47,0.2727272727272727,24.0,Loyal,Mid-term
12826,54,31,8053.97,0.2857142857142857,33.0,Loyal,Long-term
12829,90,6,1095.26,0.4166666666666667,15.0,Loyal,Mid-term
12836,26,19,3375.54,0.4358974358974359,6.0,Loyal,New
12838,361,28,5586.31,0.3389830508474576,31.0,Loyal,Long-term
12839,186,23,4083.99,0.32432432432432434,45.0,Loyal,Long-term
12841,35,49,13205.69,0.33636363636363636,19.0,Loyal,Mid-term
12842,9,9,2916.23,0.5714285714285714,27.0,Deal-seeker,Long-term
12853,29,12,2190.73,0.5217391304347826,11.0,Deal-seeker,Short-term
12854,69,23,4806.74,0.3333333333333333,42.0,Loyal,Long-term
12855,349,3,909.83,0.6666666666666666,33.0,Deal-seeker,Long-term
12865,210,1,244.0,0.0,34.0,Loyal,Long-term
12867,213,24,3985.78,0.27586206896551724,32.0,Loyal,Long-term
12868,50,19,6101.14,0.34782608695652173,8.0,Loyal,Short-term
12870,270,1,62.97,0.5,28.0,Deal-seeker,Long-term
12872,116,31,4772.71,0.4090909090909091,20.0,Loyal,Mid-term
12875,240,1,7.2,0.0,24.0,Loyal,Mid-term
12877,123,11,1506.04,0.5882352941176471,23.0,Deal-seeker,Mid-term
12908,33,1,241.0,0.0,32.0,Loyal,Long-term
12913,289,2,94.76,0.25,21.0,Loyal,Mid-term
12915,344,7,1208.4,0.3076923076923077,3.0,Loyal,New
12916,87,19,4268.01,0.375,2.0,Loyal,New
12921,165,30,6418.9,0.3559322033898305,49.0,Loyal,Long-term
12924,118,1,28.35,0.0,45.0,Loyal,Long-term
12928,204,8,399.3,0.5294117647058824,21.0,Deal-seeker,Mid-term
12929,26,5,942.87,0.375,26.0,Loyal,Long-term
12931,186,2,31.38,0.5,44.0,Deal-seeker,Long-term
12935,77,2,8962.58,0.2962962962962963,23.0,Loyal,Mid-term
12939,146,2,263.64,0.3333333333333333,19.0,Loyal,Mid-term
12942,265,7,861.08,0.5,4.0,Deal-seeker,New
12944,179,7,1122.75,0.2857142857142857,43.0,Loyal,Long-term
12947,66,25,5153.51,0.3055555555555556,48.0,Loyal,Long-term
12951,81,6,1003.55,0.45,18.0,Loyal,Mid-term
12956,1,14,3138.0,0.2631578947368421,48.0,Loyal,Long-term
12957,153,13,1288.32,0.25806451612903225,44.0,Loyal,Long-term
12963,265,6,982.88,0.125,9.0,Loyal,Short-term
12967,192,10,1635.45,0.2631578947368421,34.0,Loyal,Long-term
12970,89,2,558.4,0.375,2.0,Loyal,New
12971,13,31,4566.84,0.2978723404255319,43.0,Loyal,Long-term
12980,131,4,1299.09,0.3333333333333333,23.0,Loyal,Mid-term
12989,118,2,175.59,0.0,5.0,Loyal,New
12990,18,2,576.05,0.3333333333333333,47.0,Loyal,Long-term
12997,41,7,937.27,0.3888888888888889,45.0,Loyal,Long-term
13000,252,8,933.32,0.18181818181818182,32.0,Loyal,Long-term
13001,66,23,2816.15,0.4444444444444444,45.0,Loyal,Long-term
13002,66,5,891.88,0.14285714285714285,44.0,Loyal,Long-term
13004,52,37,6208.11,0.3611111111111111,37.0,Loyal,Long-term
13008,95,8,2193.55,0.13333333333333333,48.0,Loyal,Long-term
13011,336,3,232.86,0.6666666666666666,18.0,Deal-seeker,Mid-term
13013,332,28,5778.55,0.26865671641791045,13.0,Loyal,Mid-term
13021,202,6,1846.16,0.375,29.0,Loyal,Long-term
13027,178,4,339.67,0.16666666666666666,15.0,Loyal,Mid-term
13029,173,1,15.99,0.0,35.0,Loyal,Long-term
13030,292,16,2670.19,0.38333333333333336,39.0,Loyal,Long-term
13033,188,5,673.0,0.36363636363636365,50.0,Loyal,Long-term
13034,307,4,242.33,0.18181818181818182,40.0,Loyal,Long-term
13047,14,26,3364.75,0.4090909090909091,43.0,Loyal,Long-term
13048,117,17,3503.21,0.35,45.0,Loyal,Long-term
13049,66,3,263.17,0.7142857142857143,3.0,Deal-seeker,New
13050,5,60,11204.34,0.32038834951456313,10.0,Loyal,Short-term
13064,117,1,233.95,0.3333333333333333,15.0,Loyal,Mid-term
13065,350,7,1526.23,0.42857142857142855,32.0,Loyal,Long-term
13068,82,1,7.0,1.0,47.0,Deal-seeker,Long-term
13069,4,68,9416.64,0.3115942028985507,38.0,Loyal,Long-term
13077,269,4,1610.96,0.35714285714285715,45.0,Loyal,Long-term
13078,52,24,4520.62,0.2962962962962963,28.0,Loyal,Long-term
13081,123,117,22177.12,0.32950191570881227,5.0,Loyal,New
13082,161,6,1069.99,0.42857142857142855,45.0,Loyal,Long-term
13089,21,176,30472.73,0.3743169398907104,25.0,Loyal,Long-term
13090,93,9,1462.55,0.23076923076923078,4.0,Loyal,New
13092,208,4,336.92,0.42857142857142855,2.0,Loyal,New
13093,20,65,12998.23,0.3706293706293706,35.0,Loyal,Long-term
13094,154,4,453.66,0.2,10.0,Loyal,Short-term
13097,159,18,3472.49,0.4807692307692308,33.0,Loyal,Long-term
13098,59,14,2506.87,0.38095238095238093,5.0,Loyal,New
13102,8,54,9158.54,0.34408602150537637,10.0,Loyal,Short-term
13104,179,1,125.0,1.0,20.0,Deal-seeker,Mid-term
13107,119,10,2871.92,0.34782608695652173,20.0,Loyal,Mid-term
13108,348,3,561.89,0.0,45.0,Loyal,Long-term
13110,22,8,1085.95,0.35,36.0,Loyal,Long-term
13113,8,29,21103.72,0.25806451612903225,44.0,Loyal,Long-term
13115,153,2,254.62,0.0,26.0,Loyal,Long-term
13117,76,12,2264.17,0.2647058823529412,30.0,Loyal,Long-term
13124,205,30,4715.28,0.29508196721311475,4.0,Loyal,New
13126,137,18,2472.98,0.375,37.0,Loyal,Long-term
13136,257,3,236.98,0.3333333333333333,48.0,Loyal,Long-term
13137,10,33,7815.52,0.3125,37.0,Loyal,Long-term
13138,340,7,1559.99,0.2857142857142857,21.0,Loyal,Mid-term
13140,269,4,733.76,0.4375,34.0,Loyal,Long-term
13141,22,16,3513.46,0.3125,25.0,Loyal,Long-term
13144,137,1,49.99,0.6666666666666666,38.0,Deal-seeker,Long-term
13145,336,1,23.0,1.0,4.0,Deal-seeker,New
13148,37,78,18961.09,0.3384615384615385,16.0,Loyal,Mid-term
13155,115,38,6463.66,0.30158730158730157,8.0,Loyal,Short-term
13158,75,16,3450.31,0.3157894736842105,47.0,Loyal,Long-term
13161,38,2,517.33,0.25,4.0,Loyal,New
13162,132,25,3621.75,0.3,14.0,Loyal,Mid-term
13165,171,5,887.44,0.5384615384615384,31.0,Deal-seeker,Long-term
13168,67,36,5478.9,0.3684210526315789,24.0,Loyal,Mid-term
13173,284,15,3791.5,0.391304347826087,8.0,Loyal,Short-term
13174,49,124,24376.97,0.33884297520661155,25.0,Loyal,Long-term
13178,221,14,2031.06,0.40625,9.0,Loyal,Short-term
13183,147,11,2030.81,0.3,42.0,Loyal,Long-term
13187,153,10,1389.49,0.24324324324324326,50.0,Loyal,Long-term
13198,69,39,6166.38,0.38961038961038963,50.0,Loyal,Long-term
13199,19,14,2004.12,0.3125,47.0,Loyal,Long-term
13208,12,13,2505.58,0.23076923076923078,4.0,Loyal,New
13209,111,10,483.86,0.38095238095238093,18.0,Loyal,Mid-term
13211,225,1,69.72,0.5,33.0,Deal-seeker,Long-term
13221,208,19,2642.9,0.3142857142857143,35.0,Loyal,Long-term
13225,159,5,556.19,0.25,50.0,Loyal,Long-term
13230,12,42,10698.8,0.3176470588235294,30.0,Loyal,Long-term
13233,148,8,1401.1,0.47058823529411764,30.0,Loyal,Long-term
13238,215,4,521.28,0.2,19.0,Loyal,Mid-term
13240,262,15,1543.17,0.23809523809523808,24.0,Loyal,Mid-term
13246,110,18,2513.78,0.4,25.0,Loyal,Long-term
13253,166,5,546.92,0.25,38.0,Loyal,Long-term
13255,361,4,1320.9,0.16666666666666666,15.0,Loyal,Mid-term
13263,105,18,2791.94,0.28205128205128205,16.0,Loyal,Mid-term
13266,203,1,59.16,0.0,12.0,Loyal,Short-term
13267,131,26,17114.52,0.32608695652173914,46.0,Loyal,Long-term
13269,228,17,3217.2,0.32142857142857145,41.0,Loyal,Long-term
13270,269,1,85.5,1.0,7.0,Deal-seeker,Short-term
13280,47,39,8878.19,0.2948717948717949,43.0,Loyal,Long-term
13284,93,6,843.89,0.35714285714285715,14.0,Loyal,Mid-term
13295,210,5,822.42,0.18181818181818182,33.0,Loyal,Long-term
13304,170,3,779.66,0.38095238095238093,12.0,Loyal,Short-term
13305,346,3,497.74,0.8,38.0,Deal-seeker,Long-term
13309,9,22,4559.0,0.35294117647058826,14.0,Loyal,Mid-term
13310,70,12,2321.01,0.27586206896551724,15.0,Loyal,Mid-term
13313,169,3,511.9,0.35294117647058826,42.0,Loyal,Long-term
13317,202,8,1294.81,0.21428571428571427,17.0,Loyal,Mid-term
13319,168,42,6895.93,0.336734693877551,27.0,Loyal,Long-term
13324,35,7,2570.89,0.2,24.0,Loyal,Mid-term
13327,257,8,913.9,0.6190476190476191,14.0,Deal-seeker,Mid-term
13328,49,10,2458.41,0.23529411764705882,18.0,Loyal,Mid-term
13329,177,5,634.88,0.3333333333333333,2.0,Loyal,New
13330,45,7,1417.02,0.3076923076923077,47.0,Loyal,Long-term
13368,157,1,152.64,0.0,43.0,Loyal,Long-term
13369,177,11,1745.68,0.2631578947368421,24.0,Loyal,Mid-term
13370,268,23,3603.28,0.4090909090909091,41.0,Loyal,Long-term
13385,124,15,3514.75,0.3142857142857143,26.0,Loyal,Long-term
13394,16,10,1313.8,0.4375,6.0,Loyal,New
13396,35,10,2463.65,0.4375,25.0,Loyal,Long-term
13397,167,4,569.92,0.25,40.0,Loyal,Long-term
13402,336,9,1492.56,0.29411764705882354,42.0,Loyal,Long-term
13405,66,3,317.95,0.5,7.0,Deal-seeker,Short-term
13408,33,42,8898.38,0.34615384615384615,30.0,Loyal,Long-term
13418,207,24,4072.15,0.22448979591836735,22.0,Loyal,Mid-term
13426,152,12,1150.86,0.25,38.0,Loyal,Long-term
13448,225,22,2770.95,0.2222222222222222,41.0,Loyal,Long-term
13451,143,13,1965.19,0.375,12.0,Loyal,Short-term
13455,119,19,3317.45,0.3333333333333333,38.0,Loyal,Long-term
13458,105,29,4188.62,0.367816091954023,33.0,Loyal,Long-term
13468,20,38,9515.16,0.3037974683544304,33.0,Loyal,Long-term
13473,126,3,606.6800000000001,0.23076923076923078,5.0,Loyal,New
13481,291,1,15.28,0.0,6.0,Loyal,New
13487,173,3,370.91,0.7272727272727273,6.0,Deal-seeker,New
13488,12,76,12528.78,0.33557046979865773,22.0,Loyal,Mid-term
13491,20,22,4533.73,0.40476190476190477,16.0,Loyal,Mid-term
13494,26,10,1227.47,0.3888888888888889,33.0,Loyal,Long-term
13495,210,12,2106.64,0.46153846153846156,25.0,Loyal,Long-term
13496,194,11,1635.14,0.2962962962962963,21.0,Loyal,Mid-term
13497,301,8,1002.28,0.4,22.0,Loyal,Mid-term
13502,97,1,140.27,0.75,32.0,Deal-seeker,Long-term
13506,30,21,3967.35,0.2413793103448276,30.0,Loyal,Long-term
13520,101,20,3973.65,0.3548387096774194,19.0,Loyal,Mid-term
13523,270,12,1760.67,0.23333333333333334,13.0,Loyal,Mid-term
13527,115,1,71.95,0.8,44.0,Deal-seeker,Long-term
13531,269,4,6646.27,0.3333333333333333,48.0,Loyal,Long-term
13534,48,23,3961.93,0.25,20.0,Loyal,Mid-term
13538,45,1,35.57,0.0,32.0,Loyal,Long-term
13539,13,8,1250.05,0.36363636363636365,24.0,Loyal,Mid-term
13551,77,3,1065.19,0.25,46.0,Loyal,Long-term
13552,45,3,335.97,0.25,50.0,Loyal,Long-term
13564,174,40,8097.389999999999,0.3048780487804878,26.0,Loyal,Long-term
13565,143,8,1035.58,0.23076923076923078,8.0,Loyal,Short-term
13569,286,10,1963.09,0.4166666666666667,14.0,Loyal,Mid-term
13576,18,15,2194.21,0.3235294117647059,23.0,Loyal,Mid-term
13579,305,5,540.04,0.2222222222222222,49.0,Loyal,Long-term
13581,13,5,973.57,0.1,47.0,Loyal,Long-term
13584,3,16,3020.84,0.375,35.0,Loyal,Long-term
13593,147,12,2714.11,0.358974358974359,28.0,Loyal,Long-term
13599,119,17,1912.52,0.3,46.0,Loyal,Long-term
13600,30,13,2904.2200000000003,0.05263157894736842,13.0,Loyal,Mid-term
13606,26,3,381.87,0.0,28.0,Loyal,Long-term
13611,212,4,1193.79,0.3333333333333333,5.0,Loyal,New
13614,126,6,624.25,0.4444444444444444,20.0,Loyal,Mid-term
13615,35,12,2077.94,0.2916666666666667,11.0,Loyal,Short-term
13627,190,14,2001.2,0.15,49.0,Loyal,Long-term
13629,22,5,1140.5,0.125,22.0,Loyal,Mid-term
13634,117,9,1302.55,0.23684210526315788,21.0,Loyal,Mid-term
13649,269,6,723.08,0.06666666666666667,34.0,Loyal,Long-term
13652,303,5,518.8,0.3888888888888889,35.0,Loyal,Long-term
13656,154,9,2206.58,0.3225806451612903,44.0,Loyal,Long-term
13659,86,32,4578.44,0.24193548387096775,8.0,Loyal,Short-term
13668,13,31,4880.33,0.29508196721311475,15.0,Loyal,Mid-term
13672,135,3,266.12,0.16666666666666666,45.0,Loyal,Long-term
13680,152,44,6605.67,0.3956043956043956,34.0,Loyal,Long-term
13693,105,1,62.35,0.75,3.0,Deal-seeker,New
13694,12,37,6245.1900000000005,0.2403846153846154,44.0,Loyal,Long-term
13700,117,14,1489.38,0.34615384615384615,42.0,Loyal,Long-term
13703,70,1,257.99,0.0,18.0,Loyal,Mid-term
13705,363,7,1342.71,0.4,39.0,Loyal,Long-term
13707,42,23,4346.02,0.28125,28.0,Loyal,Long-term
13709,41,19,2823.63,0.3225806451612903,22.0,Loyal,Mid-term
13715,153,48,7770.69,0.41,23.0,Loyal,Mid-term
13725,9,30,5001.91,0.24390243902439024,48.0,Loyal,Long-term
13728,20,5,1021.4,0.1111111111111111,2.0,Loyal,New
13742,82,42,9095.31,0.3333333333333333,6.0,Loyal,New
13747,363,1,160.21,0.0,21.0,Loyal,Mid-term
13748,365,1,7.74,0.0,30.0,Loyal,Long-term
13750,152,1,8.79,0.0,20.0,Loyal,Mid-term
13754,59,5,1021.57,0.125,7.0,Loyal,Short-term
13756,202,8,1785.41,0.125,6.0,Loyal,New
13758,146,18,2302.93,0.21212121212121213,46.0,Loyal,Long-term
13764,155,29,4412.97,0.2318840579710145,14.0,Loyal,Mid-term
13767,138,37,6560.98,0.4794520547945205,29.0,Loyal,Long-term
13769,88,21,3631.51,0.34375,20.0,Loyal,Mid-term
13777,19,47,7276.48,0.26865671641791045,7.0,Loyal,Short-term
13782,118,22,3487.06,0.2777777777777778,17.0,Loyal,Mid-term
13784,24,4,317.68,0.8333333333333334,30.0,Deal-seeker,Long-term
13786,284,2,587.16,0.2857142857142857,21.0,Loyal,Mid-term
13787,245,5,403.93,0.2857142857142857,35.0,Loyal,Long-term
13798,82,67,10898.02,0.2845528455284553,37.0,Loyal,Long-term
13800,14,23,3498.0,0.3333333333333333,27.0,Loyal,Long-term
13802,26,11,1375.25,0.3181818181818182,40.0,Loyal,Long-term
13807,281,4,1317.08,0.42857142857142855,33.0,Loyal,Long-term
13815,71,31,8513.32,0.3018867924528302,33.0,Loyal,Long-term
